公司代號,公司名稱,統一編號,_統一編號
3089,元炬科研股份有限公司,"	84167600","_	84167600"
3090,日電貿股份有限公司,"	84116878","_	84116878"
3092,鴻碩精密電工股份有限公司,"	86318408","_	86318408"
3093,台灣港建股份有限公司,"	04655310","_	04655310"
3094,聯傑國際股份有限公司,"	84149759","_	84149759"
3095,及成企業股份有限公司,"	33724081","_	33724081"
3097,拍檔科技股份有限公司,"	23622986","_	23622986"
3105,穩懋半導體股份有限公司,"	70752257","_	70752257"
3114,好德科技股份有限公司,"	20799897","_	20799897"
3115,寶島極光股份有限公司,"	86825235","_	86825235"
3117,年程科技股份有限公司,"	89379218","_	89379218"
3118,進階生物科技股份有限公司,"	23348952","_	23348952"
3122,笙泉科技股份有限公司,"	16945166","_	16945166"
3128,昇銳電子股份有限公司,"	22601576","_	22601576"
3130,一零四資訊科技股份有限公司,"	84598349","_	84598349"
3131,弘塑科技股份有限公司,"	84355899","_	84355899"
3138,耀登科技股份有限公司,"	23573774","_	23573774"
3141,晶宏半導體股份有限公司,"	70392248","_	70392248"
3144,新揚科技股份有限公司,"	70774800","_	70774800"
3147,大綜電腦系統股份有限公司,"	86059612","_	86059612"
3149,正達國際光電股份有限公司,"	97049373","_	97049373"
3150,鈺寶科技股份有限公司,"	16372688","_	16372688"
3151,智泰科技股份有限公司,"	89706487","_	89706487"
3152,璟德電子工業股份有限公司,"	16443570","_	16443570"
3157,台灣之星電信股份有限公司,"	70769567","_	70769567"
3158,嘉實資訊股份有限公司,"	16795856","_	16795856"
3162,精確實業股份有限公司,"	86406401","_	86406401"
3163,波若威科技股份有限公司,"	16586555","_	16586555"
3164,景岳生物科技股份有限公司,"	12715847","_	12715847"
3167,大量科技股份有限公司,"	43938484","_	43938484"
3168,眾福科技股份有限公司,"	16274722","_	16274722"
3169,亞信電子股份有限公司,"	84149435","_	84149435"
3171,新洲全球股份有限公司,"	23945965","_	23945965"
3176,基亞生物科技股份有限公司,"	70760897","_	70760897"
3178,公準精密工業股份有限公司,"	75940820","_	75940820"
3184,微邦科技股份有限公司,"	97454724","_	97454724"
3188,鑫龍騰開發股份有限公司,"	12667444","_	12667444"
3189,景碩科技股份有限公司,"	70785139","_	70785139"
3191,和進電子股份有限公司,"	86105242","_	86105242"
3197,源河生技應用股份有限公司,"	16130893","_	16130893"
3202,樺晟電子股份有限公司,"	39607700","_	39607700"
3205,佰研生化科技股份有限公司,"	16313696","_	16313696"
3206,志豐電子股份有限公司,"	31109687","_	31109687"
3207,耀勝電子股份有限公司,"	86534980","_	86534980"
3209,全科科技股份有限公司,"	86027892","_	86027892"
3211,順達科技股份有限公司,"	16596982","_	16596982"
3213,茂訊電腦股份有限公司,"	23631726","_	23631726"
3217,優群科技股份有限公司,"	22575850","_	22575850"
3218,大學光學科技股份有限公司,"	84926791","_	84926791"
3219,倚強股份有限公司,"	86865138","_	86865138"
3221,台灣嘉碩科技股份有限公司,"	16264983","_	16264983"
3224,三顧股份有限公司,"	16657495","_	16657495"
3226,至寶光電股份有限公司,"	22193115","_	22193115"
3227,原相科技股份有限公司,"	16633261","_	16633261"
3228,金麗科技股份有限公司,"	16200855","_	16200855"
3229,晟鈦股份有限公司,"	22570840","_	22570840"
3230,錦明實業股份有限公司,"	22490277","_	22490277"
3231,緯創資通股份有限公司,"	12868358","_	12868358"
3232,昱捷股份有限公司,"	22731120","_	22731120"
3234,光環科技股份有限公司,"	16211142","_	16211142"
3236,千如電機工業股份有限公司,"	45011782","_	45011782"
3252,海灣國際開發股份有限公司,"	84919932","_	84919932"
3257,虹冠電子工業股份有限公司,"	16130417","_	16130417"
3259,鑫創科技股份有限公司,"	16766959","_	16766959"
3260,威剛科技股份有限公司,"	12861019","_	12861019"
3264,欣銓科技股份有限公司,"	70751779","_	70751779"
3265,台星科股份有限公司,"	70552666","_	70552666"
3266,昇陽建設企業股份有限公司,"	84141187","_	84141187"
3268,海德威電子工業股份有限公司,"	86105539","_	86105539"
3272,東碩資訊股份有限公司,"	84126144","_	84126144"
3276,宇環科技股份有限公司,"	70684527","_	70684527"
3280,龍生工業股份有限公司,"	76025369","_	76025369"
3284,太普高精密影像股份有限公司,"	16469727","_	16469727"
3285,微端科技股份有限公司,"	89649873","_	89649873"
3287,廣寰科技股份有限公司,"	70360251","_	70360251"
3288,點晶科技股份有限公司,"	97334073","_	97334073"
3289,宜特科技股份有限公司,"	89845410","_	89845410"
3290,東浦精密光電股份有限公司,"	89347602","_	89347602"
3293,鈊象電子股份有限公司,"	23519738","_	23519738"
3294,英濟股份有限公司,"	86362776","_	86362776"
3296,勝德國際研發股份有限公司,"	12702977","_	12702977"
3297,杭特電子股份有限公司,"	23133690","_	23133690"
3303,岱稜科技股份有限公司,"	23842911","_	23842911"
3305,昇貿科技股份有限公司,"	04789211","_	04789211"
3306,鼎天國際股份有限公司,"	16433708","_	16433708"
3308,聯德電子股份有限公司,"	22749711","_	22749711"
3310,佳穎精密企業股份有限公司,"	22948084","_	22948084"
3311,閎暉實業股份有限公司,"	12956063","_	12956063"
3312,弘憶國際股份有限公司,"	89613636","_	89613636"
3313,斐成企業股份有限公司,"	84341994","_	84341994"
3317,尼克森微電子股份有限公司,"	16752651","_	16752651"
3321,同泰電子科技股份有限公司,"	23983947","_	23983947"
3322,建舜電子製造股份有限公司,"	34145259","_	34145259"
3323,加百裕工業股份有限公司,"	16271936","_	16271936"
3324,雙鴻科技股份有限公司,"	16619628","_	16619628"
3325,旭品科技股份有限公司,"	96958986","_	96958986"
3332,幸康電子股份有限公司,"	86009297","_	86009297"
3338,泰碩電子股份有限公司,"	89858152","_	89858152"
3339,泰谷光電科技股份有限公司,"	70774610","_	70774610"
3342,飛虹高科股份有限公司,"	22764634","_	22764634"
3346,麗清科技股份有限公司,"	16992625","_	16992625"
3349,寶德科技股份有限公司,"	97483122","_	97483122"
3354,律勝科技股份有限公司,"	97330127","_	97330127"
3356,奇偶科技股份有限公司,"	16302558","_	16302558"
3357,西北臺慶科技股份有限公司,"	86978512","_	86978512"
3360,尚立股份有限公司,"	09473845","_	09473845"
3362,先進光電科技股份有限公司,"	22301825","_	22301825"
3363,上詮光纖通信股份有限公司,"	84149462","_	84149462"
3369,鐵研科技股份有限公司,"	97272386","_	97272386"
3372,台灣典範半導體股份有限公司,"	22101544","_	22101544"
3373,熱映光電股份有限公司,"	70590078","_	70590078"
3374,精材科技股份有限公司,"	16741846","_	16741846"
3376,新日興股份有限公司,"	35424073","_	35424073"
3377,健格科技股份有限公司,"	23736159","_	23736159"
3379,彬台科技股份有限公司,"	05087498","_	05087498"
3380,明泰科技股份有限公司,"	12800392","_	12800392"
3383,新世紀光電股份有限公司,"	12979925","_	12979925"
3386,新德科技股份有限公司,"	16450558","_	16450558"
3388,崇越電通股份有限公司,"	84752200","_	84752200"
3390,旭軟電子科技股份有限公司,"	16674213","_	16674213"
3391,佳得股份有限公司,"	23861037","_	23861037"
3402,漢科系統科技股份有限公司,"	23830295","_	23830295"
3405,津綻石英科技股份有限公司,"	79952755","_	79952755"
3406,玉晶光電股份有限公司,"	23572557","_	23572557"
3413,京鼎精密科技股份有限公司,"	12858252","_	12858252"
3416,融程電訊股份有限公司,"	96930209","_	96930209"
3419,譁裕實業股份有限公司,"	47250470","_	47250470"
3426,台興電子企業股份有限公司,"	12499995","_	12499995"
3429,彥陽科技股份有限公司,"	89953557","_	89953557"
3430,奇鈦科技股份有限公司,"	16297788","_	16297788"
3431,長天科技股份有限公司,"	89875862","_	89875862"
3432,台端興業股份有限公司,"	22928881","_	22928881"
3434,哲固資訊科技股份有限公司,"	84354060","_	84354060"
3437,榮創能源科技股份有限公司,"	70634323","_	70634323"
3438,台灣類比科技股份有限公司,"	16795912","_	16795912"
3441,聯一光學工業股份有限公司,"	52888437","_	52888437"
3443,創意電子股份有限公司,"	16299879","_	16299879"
3444,利機企業股份有限公司,"	84355650","_	84355650"
3447,展達通訊股份有限公司,"	16045290","_	16045290"
3450,聯鈞光電股份有限公司,"	12624467","_	12624467"
3452,益通光能科技股份有限公司,"	12999083","_	12999083"
3454,晶睿通訊股份有限公司,"	70703897","_	70703897"
3455,由田新技股份有限公司,"	86710418","_	86710418"
3462,瑋鋒科技股份有限公司,"	89686953","_	89686953"
3463,宏塑工業股份有限公司,"	36319254","_	36319254"
3465,進泰電子科技股份有限公司,"	84232790","_	84232790"
3466,致振企業股份有限公司,"	12375925","_	12375925"
3472,友荃科技實業股份有限公司,"	12882675","_	12882675"
3479,安勤科技股份有限公司,"	70604376","_	70604376"
3481,群創光電股份有限公司,"	12800225","_	12800225"
3483,力致科技股份有限公司,"	16266820","_	16266820"
3484,崧騰企業股份有限公司,"	86834614","_	86834614"
3485,敘豐企業股份有限公司,"	84995500","_	84995500"
3489,森寶開發股份有限公司,"	86140894","_	86140894"
3490,單井工業股份有限公司,"	23393652","_	23393652"
3491,昇達科技股份有限公司,"	16999508","_	16999508"
3492,長盛科技股份有限公司,"	84846066","_	84846066"
3494,誠研科技股份有限公司,"	70801588","_	70801588"
3498,陽程科技股份有限公司,"	36049822","_	36049822"
3499,環天世通科技股份有限公司,"	70498381","_	70498381"
3501,維熹科技股份有限公司,"	80272361","_	80272361"
3504,揚明光學股份有限公司,"	12800061","_	12800061"
3507,力群電子股份有限公司,"	09410027","_	09410027"
3508,位速科技股份有限公司,"	12894840","_	12894840"
3509,聯禾有線電視股份有限公司,"	27560639","_	27560639"
3510,易鼎股份有限公司,"	96856411","_	96856411"
3511,矽瑪科技股份有限公司,"	80611545","_	80611545"
3512,皇龍開發股份有限公司,"	86746561","_	86746561"
3515,華擎科技股份有限公司,"	80333613","_	80333613"
3516,亞帝歐光電股份有限公司,"	86410720","_	86410720"
3518,柏騰科技股份有限公司,"	89732154","_	89732154"
3519,綠能科技股份有限公司,"	27335280","_	27335280"
3520,振維電子股份有限公司,"	22071540","_	22071540"
3521,鴻翊國際股份有限公司,"	22023793","_	22023793"
3522,御頂國際股份有限公司,"	12947467","_	12947467"
3523,迎輝科技股份有限公司,"	16366341","_	16366341"
3525,就業情報資訊股份有限公司,"	16795238","_	16795238"
3526,凡甲科技股份有限公司,"	16691156","_	16691156"
3527,聚積科技股份有限公司,"	16948543","_	16948543"
3528,安馳科技股份有限公司,"	12676056","_	12676056"
3529,力旺電子股份有限公司,"	70784292","_	70784292"
3530,晶相光電股份有限公司,"	27298412","_	27298412"
3531,先益電子工業股份有限公司,"	52543363","_	52543363"
3532,台塑勝高科技股份有限公司,"	89406518","_	89406518"
3533,嘉澤端子工業股份有限公司,"	22244141","_	22244141"
3535,晶彩科技股份有限公司,"	70720798","_	70720798"
3536,誠創科技股份有限公司,"	70734477","_	70734477"
3537,堡達實業股份有限公司,"	22625795","_	22625795"
3539,隨身遊戲股份有限公司,"	70602265","_	70602265"
3540,曜越科技股份有限公司,"	70669172","_	70669172"
3541,西柏科技股份有限公司,"	23975263","_	23975263"
3543,州巧科技股份有限公司,"	70526133","_	70526133"
3545,敦泰電子股份有限公司,"	28069900","_	28069900"
3546,宇峻奧汀科技股份有限公司,"	89521257","_	89521257"
3548,兆利科技工業股份有限公司,"	27393491","_	27393491"
3550,聯穎科技股份有限公司,"	22488639","_	22488639"
3551,世禾科技股份有限公司,"	16044341","_	16044341"
3552,同致電子企業股份有限公司,"	55900791","_	55900791"
3554,精品科技股份有限公司,"	23491751","_	23491751"
3555,重鵬生技股份有限公司,"	80551862","_	80551862"
3556,禾瑞亞科技股份有限公司,"	80342958","_	80342958"
3557,嘉威光電股份有限公司,"	27717512","_	27717512"
3558,神準科技股份有限公司,"	28496495","_	28496495"
3562,頂晶科技股份有限公司,"	28388897","_	28388897"
3563,牧德科技股份有限公司,"	16522758","_	16522758"
3564,其陽科技股份有限公司,"	12658515","_	12658515"
3566,太陽光電能源科技股份有限公司,"	28318416","_	28318416"
3567,逸昌科技股份有限公司,"	12613567","_	12613567"
3570,大塚資訊科技股份有限公司,"	16088678","_	16088678"
3572,宏芯科技股份有限公司,"	80308207","_	80308207"
3576,聯合再生能源股份有限公司,"	27763753","_	27763753"
3577,泓格科技股份有限公司,"	84517297","_	84517297"
3579,尚志半導體股份有限公司,"	89487188","_	89487188"
3580,友威科技股份有限公司,"	80072814","_	80072814"
3581,博磊科技股份有限公司,"	16889100","_	16889100"
3583,辛耘企業股份有限公司,"	30901647","_	30901647"
3585,聯致科技股份有限公司,"	16742182","_	16742182"
3587,閎康科技股份有限公司,"	79959286","_	79959286"
3588,通嘉科技股份有限公司,"	80254357","_	80254357"
3591,艾笛森光電股份有限公司,"	12907747","_	12907747"
3592,瑞鼎科技股份有限公司,"	80532726","_	80532726"
3593,力銘科技股份有限公司,"	80617029","_	80617029"
3594,磐儀科技股份有限公司,"	84469443","_	84469443"
3595,山太士股份有限公司,"	89716605","_	89716605"
3596,智易科技股份有限公司,"	12800294","_	12800294"
3597,映興電子股份有限公司,"	22306125","_	22306125"
3601,前源科技股份有限公司,"	70803848","_	70803848"
3603,建祥國際股份有限公司,"	80337786","_	80337786"
3605,宏致電子股份有限公司,"	97257738","_	97257738"
3607,谷崧精密工業股份有限公司,"	23414349","_	23414349"
3609,東林科技股份有限公司,"	13073151","_	13073151"
3611,鼎翰科技股份有限公司,"	28624652","_	28624652"
3615,安可光電股份有限公司,"	28812887","_	28812887"
3617,碩天科技股份有限公司,"	97474067","_	97474067"
3622,洋華光電股份有限公司,"	80260061","_	80260061"
3623,富晶通科技股份有限公司,"	70791435","_	70791435"
3624,光頡科技股份有限公司,"	16130084","_	16130084"
3625,西勝國際股份有限公司,"	96969724","_	96969724"
3627,華信光電科技股份有限公司,"	28621753","_	28621753"
3628,盈正豫順電子股份有限公司,"	16444732","_	16444732"
3629,地心引力股份有限公司,"	12898395","_	12898395"
3630,新鉅科技股份有限公司,"	70748276","_	70748276"
3631,晟楠科技股份有限公司,"	15979384","_	15979384"
3632,研勤科技股份有限公司,"	12894047","_	12894047"
3633,云光科技股份有限公司,"	16177616","_	16177616"
3637,沃福仕股份有限公司,"	80216143","_	80216143"
3642,駿熠電子科技股份有限公司,"	23491020","_	23491020"
3645,達邁科技股份有限公司,"	70776899","_	70776899"
3646,艾恩特精密工業股份有限公司,"	16870474","_	16870474"
3648,漢台科技股份有限公司,"	70702601","_	70702601"
3652,精聯電子股份有限公司,"	28913512","_	28913512"
3653,健策精密工業股份有限公司,"	22415854","_	22415854"
3656,聯勝光電股份有限公司,"	12800908","_	12800908"
3659,百辰光電股份有限公司,"	80493934","_	80493934"
3661,世芯電子股份有限公司,"	31659649","_	31659649"
3663,鑫科材料科技股份有限公司,"	16827203","_	16827203"
3664,安瑞科技股份有限公司,"	28984305","_	28984305"
3665,貿聯控股股份有限公司,"	26644007","_	26644007"
3666,光耀科技股份有限公司,"	27397031","_	27397031"
3669,圓展科技股份有限公司,"	28428722","_	28428722"
3672,康聯訊科技股份有限公司,"	16744506","_	16744506"
3673,宸鴻光電科技股份有限公司,"	31805657","_	31805657"
3674,康訊科技股份有限公司,"	22617253","_	22617253"
3675,德微科技股份有限公司,"	89672698","_	89672698"
3678,聯享光電股份有限公司,"	12767387","_	12767387"
3679,新至陞科技股份有限公司,"	36011776","_	36011776"
3680,家登精密工業股份有限公司,"	16406379","_	16406379"
3682,亞太電信股份有限公司,"	70771579","_	70771579"
3683,仲博科技股份有限公司,"	84900048","_	84900048"
3684,榮昌科技股份有限公司,"	89549184","_	89549184"
3685,元創精密車業股份有限公司,"	52811070","_	52811070"
3686,達能科技股份有限公司,"	28823511","_	28823511"
3687,茂為歐買尬數位科技股份有限公司,"	70444999","_	70444999"
3688,華立捷科技股份有限公司,"	12737912","_	12737912"
3689,湧德電子股份有限公司,"	27642463","_	27642463"
3690,群豐科技股份有限公司,"	28110041","_	28110041"
3691,碩禾電子材料股份有限公司,"	80433079","_	80433079"
3693,營邦企業股份有限公司,"	96994977","_	96994977"
3694,海華科技股份有限公司,"	27667787","_	27667787"
3698,隆達電子股份有限公司,"	28112694","_	28112694"
3701,大眾全球投資控股股份有限公司,"	27242184","_	27242184"
3702,大聯大投資控股股份有限公司,"	27928328","_	27928328"
3703,欣陸投資控股股份有限公司,"	28993629","_	28993629"
3704,合勤投資控股股份有限公司,"	28999503","_	28999503"
3705,永信國際投資控股股份有限公司,"	53004906","_	53004906"
3706,神達投資控股股份有限公司,"	53677966","_	53677966"
3707,漢磊先進投資控股股份有限公司,"	54389725","_	54389725"
3708,上緯國際投資控股股份有限公司,"	43238308","_	43238308"
3709,鑫聯大投資控股股份有限公司,"	51512503","_	51512503"
3710,連展投資控股股份有限公司,"	51608205","_	51608205"
3711,日月光投資控股股份有限公司,"	29187308","_	29187308"
3712,永崴投資控股股份有限公司,"	24813370","_	24813370"
4102,永日化學工業股份有限公司,"	56620559","_	56620559"
4104,佳醫健康事業股份有限公司,"	22854522","_	22854522"
4105,台灣東洋藥品工業股份有限公司,"	11821341","_	11821341"
4106,雃博股份有限公司,"	23632773","_	23632773"
4107,邦特生物科技股份有限公司,"	86306206","_	86306206"
4108,懷特生技新藥股份有限公司,"	16766281","_	16766281"
4109,加捷生醫股份有限公司,"	89415241","_	89415241"
4111,濟生醫藥生技股份有限公司,"	47154259","_	47154259"
4113,聯上實業股份有限公司,"	16126477","_	16126477"
4114,健喬信元醫藥生技股份有限公司,"	43199950","_	43199950"
4115,善德生化科技股份有限公司,"	16549813","_	16549813"
4116,明基三豐醫療器材股份有限公司,"	23285106","_	23285106"
4117,普生股份有限公司,"	47299918","_	47299918"
4118,友合生化科技股份有限公司,"	16592888","_	16592888"
4119,旭富製藥科技股份有限公司,"	22662545","_	22662545"
4120,友華生技醫藥股份有限公司,"	12397982","_	12397982"
4121,優盛醫學科技股份有限公司,"	23123644","_	23123644"
4123,晟德大藥廠股份有限公司,"	18606304","_	18606304"
4126,太平洋醫材股份有限公司,"	20765714","_	20765714"
4127,天良生物科技企業股份有限公司,"	85086859","_	85086859"
4128,中天生物科技股份有限公司,"	70555349","_	70555349"
4129,聯合骨科器材股份有限公司,"	22099982","_	22099982"
4130,健亞生物科技股份有限公司,"	84149006","_	84149006"
4131,晶宇生物科技實業股份有限公司,"	16680539","_	16680539"
4132,國鼎生物科技股份有限公司,"	80280616","_	80280616"
4133,亞諾法生技股份有限公司,"	12974421","_	12974421"
4135,天賜爾生物科技股份有限公司,"	16725493","_	16725493"
4136,英屬開曼太和生技集團股份有限公司,"	43172002","_	43172002"
4137,麗豐股份有限公司,"	38488868","_	38488868"
4138,曜亞國際股份有限公司,"	80527809","_	80527809"
4139,馬光保健控股股份有限公司,"	28993894","_	28993894"
4141,龍燈環球農業科技股份有限公司,"	28999969","_	28999969"
4142,國光生物科技股份有限公司,"	33259508","_	33259508"
4144,康聯控股有限公司,"	26379324","_	26379324"
4147,中裕新藥股份有限公司,"	28707338","_	28707338"
4148,全宇生技控股有限公司,"	42527358","_	42527358"
4150,優你康光學股份有限公司,"	86723722","_	86723722"
4151,明躍國際健康科技股份有限公司,"	70527203","_	70527203"
4152,台灣微脂體股份有限公司,"	16176150","_	16176150"
4153,鈺緯科技開發股份有限公司,"	89376900","_	89376900"
4154,康樂股份有限公司,"	26330076","_	26330076"
4155,訊映光電股份有限公司,"	27453928","_	27453928"
4157,太景醫藥研發控股股份有限公司,"	31982484","_	31982484"
4160,創源生物科技股份有限公司,"	24268870","_	24268870"
4161,聿新生物科技股份有限公司,"	16930971","_	16930971"
4162,智擎生技製藥股份有限公司,"	80264691","_	80264691"
4163,鐿鈦科技股份有限公司,"	27473348","_	27473348"
4164,承業生醫投資控股股份有限公司,"	24483414","_	24483414"
4166,友霖生技醫藥股份有限公司,"	28924399","_	28924399"
4167,展旺生命科技股份有限公司,"	80642673","_	80642673"
4168,台灣醣聯生技醫藥股份有限公司,"	12683520","_	12683520"
4169,泰宗生物科技股份有限公司,"	16307131","_	16307131"
4170,鑫品生醫科技股份有限公司,"	27545820","_	27545820"
4171,瑞基海洋生物科技股份有限公司,"	27489806","_	27489806"
4172,因華生技製藥股份有限公司,"	27964549","_	27964549"
4173,久裕企業股份有限公司,"	05071926","_	05071926"
4174,台灣浩鼎生技股份有限公司,"	13110677","_	13110677"
4175,杏一醫療用品股份有限公司,"	86649006","_	86649006"
4177,柏登生醫股份有限公司,"	28676378","_	28676378"
4183,福永生物科技股份有限公司,"	80064027","_	80064027"
4184,昕琦科技股份有限公司,"	70354764","_	70354764"
4186,台灣尖端先進生技醫藥股份有限公司,"	70774029","_	70774029"
4188,安克生醫股份有限公司,"	24316471","_	24316471"
4189,膠原科技股份有限公司,"	80666442","_	80666442"
4190,佐登妮絲集團股份有限公司,"	47423851","_	47423851"
4191,法德生技藥品股份有限公司,"	28853599","_	28853599"
4192,杏國新藥股份有限公司,"	29118865","_	29118865"
4193,喬本生醫股份有限公司,"	29184631","_	29184631"
4194,禾伸堂生技股份有限公司,"	12681706","_	12681706"
4195,基龍米克斯生物科技股份有限公司,"	12953452","_	12953452"
4197,暐世生物科技股份有限公司,"	28031449","_	28031449"
4198,環瑞醫投資控股股份有限公司,"	54154754","_	54154754"
4205,中華食品實業股份有限公司,"	76316325","_	76316325"
4207,環泰企業股份有限公司,"	12529007","_	12529007"
4303,信立化學工業股份有限公司,"	72104709","_	72104709"
4304,勝昱科技股份有限公司,"	12413104","_	12413104"
4305,世坤塑膠股份有限公司,"	22281617","_	22281617"
4306,炎洲股份有限公司,"	35894259","_	35894259"
4401,東隆興業股份有限公司,"	18770509","_	18770509"
4402,福大材料科技股份有限公司,"	56349214","_	56349214"
4406,新昕纖維股份有限公司,"	07652202","_	07652202"
4413,飛寶企業股份有限公司,"	22676914","_	22676914"
4414,如興股份有限公司,"	49744324","_	49744324"
4415,台原藥股份有限公司,"	07729080","_	07729080"
4416,三圓建設股份有限公司,"	07648290","_	07648290"
4417,金洲海洋科技股份有限公司,"	91871595","_	91871595"
4419,元勝國際實業股份有限公司,"	86124493","_	86124493"
4420,光明絲織廠股份有限公司,"	29576307","_	29576307"
4426,利勤實業股份有限公司,"	16229261","_	16229261"
4427,展頌股份有限公司,"	22927617","_	22927617"
4429,聚紡股份有限公司,"	16728098","_	16728098"
4430,耀億工業股份有限公司,"	59021804","_	59021804"
4431,敏成股份有限公司,"	23883150","_	23883150"
4432,銘旺實業股份有限公司,"	22069170","_	22069170"
4433,興采實業股份有限公司,"	23282425","_	23282425"
4438,廣越企業股份有限公司,"	89620361","_	89620361"
4440,宜新實業股份有限公司,"	54332940","_	54332940"
4502,健信科技工業股份有限公司,"	55878947","_	55878947"
